key,values
"['21', '11', '2019']","['35', '7']"
"['21', '11', '2020']","['13', '10']"
"['21', '11', '2021']","['27', '11']"
"['21', '11', '2022']","['22', '14']"
"['21', '11', '2023']","['6', '24']"
"['21', '12', '2008']","['27', '5']"
"['21', '12', '2009']","['36', '4']"
"['21', '12', '2010']","['29', '4']"
"['21', '12', '2011']","['21', '9']"
"['21', '12', '2012']","['46', '5']"
"['21', '12', '2013']","['53', '8']"
"['21', '12', '2014']","['57', '8']"
"['21', '12', '2015']","['54', '6']"
"['21', '12', '2016']","['76', '4']"
"['21', '12', '2017']","['65', '8']"
"['21', '12', '2018']","['41', '3']"
"['21', '12', '2019']","['31', '10']"
"['21', '12', '2020']","['21', '8']"
"['21', '12', '2021']","['21', '14']"
"['21', '12', '2022']","['21', '6']"
"['21', '12', '2023']","['9', '22']"
"['21', '13', '2008']","['24', '5']"
"['21', '13', '2009']","['51', '4']"
"['21', '13', '2010']","['25', '8']"
"['21', '13', '2011']","['29', '4']"
"['21', '13', '2012']","['28', '3']"
"['21', '13', '2013']","['65', '3']"
"['21', '13', '2014']","['46', '0']"
"['21', '13', '2015']","['57', '8']"
"['21', '13', '2016']","['61', '6']"
"['21', '13', '2017']","['38', '6']"
"['21', '13', '2018']","['31', '6']"
"['21', '13', '2019']","['43', '9']"
"['21', '13', '2020']","['20', '2']"
"['21', '13', '2021']","['19', '2']"
"['21', '13', '2022']","['18', '14']"
"['21', '13', '2023']","['9', '24']"
"['21', '14', '2008']","['41', '8']"
"['21', '14', '2009']","['44', '3']"
"['21', '14', '2010']","['27', '6']"
"['21', '14', '2011']","['24', '7']"
"['21', '14', '2012']","['30', '2']"
"['21', '14', '2013']","['64', '4']"
"['21', '14', '2014']","['65', '4']"
"['21', '14', '2015']","['58', '6']"
"['21', '14', '2016']","['50', '2']"
"['21', '14', '2017']","['56', '8']"
"['21', '14', '2018']","['30', '7']"
"['21', '14', '2019']","['35', '4']"
"['21', '14', '2020']","['18', '8']"
"['21', '14', '2021']","['9', '9']"
"['21', '14', '2022']","['16', '9']"
"['21', '14', '2023']","['9', '26']"
"['21', '15', '2008']","['31', '3']"
"['21', '15', '2009']","['46', '1']"
"['21', '15', '2010']","['25', '3']"
"['21', '15', '2011']","['31', '6']"
"['21', '15', '2012']","['45', '4']"
"['21', '15', '2013']","['72', '7']"
"['21', '15', '2014']","['61', '4']"
"['21', '15', '2015']","['69', '6']"
"['21', '15', '2016']","['87', '4']"
"['21', '15', '2017']","['57', '5']"
"['21', '15', '2018']","['44', '5']"
"['21', '15', '2019']","['32', '7']"
"['21', '15', '2020']","['9', '4']"
"['21', '15', '2021']","['16', '4']"
"['21', '15', '2022']","['23', '12']"
"['21', '15', '2023']","['9', '11']"
"['21', '16', '2008']","['34', '1']"
"['21', '16', '2009']","['51', '2']"
"['21', '16', '2010']","['44', '9']"
"['21', '16', '2011']","['57', '5']"
"['21', '16', '2012']","['60', '4']"
"['21', '16', '2013']","['83', '3']"
"['21', '16', '2014']","['86', '2']"
"['21', '16', '2015']","['98', '4']"
"['21', '16', '2016']","['99', '4']"
"['21', '16', '2017']","['75', '1']"
"['21', '16', '2018']","['43', '4']"
"['21', '16', '2019']","['41', '8']"
"['21', '16', '2020']","['17', '5']"
"['21', '16', '2021']","['18', '3']"
"['21', '16', '2022']","['19', '9']"
"['21', '16', '2023']","['14', '17']"
"['21', '17', '2008']","['58', '2']"
"['21', '17', '2009']","['63', '6']"
"['21', '17', '2010']","['64', '0']"
"['21', '17', '2011']","['48', '6']"
"['21', '17', '2012']","['51', '4']"
"['21', '17', '2013']","['84', '3']"
"['21', '17', '2014']","['89', '2']"
"['21', '17', '2015']","['84', '3']"
"['21', '17', '2016']","['130', '2']"
"['21', '17', '2017']","['66', '6']"
"['21', '17', '2018']","['31', '4']"
"['21', '17', '2019']","['34', '3']"
"['21', '17', '2020']","['16', '3']"
"['21', '17', '2021']","['12', '2']"
"['21', '17', '2022']","['16', '5']"
"['21', '17', '2023']","['11', '14']"
"['21', '18', '2008']","['79', '3']"
"['21', '18', '2009']","['84', '1']"
"['21', '18', '2010']","['71', '2']"
"['21', '18', '2011']","['46', '3']"
"['21', '18', '2012']","['59', '1']"
"['21', '18', '2013']","['79', '5']"
"['21', '18', '2014']","['93', '5']"
"['21', '18', '2015']","['88', '6']"
"['21', '18', '2016']","['136', '3']"
"['21', '18', '2017']","['88', '4']"
"['21', '18', '2018']","['66', '2']"
"['21', '18', '2019']","['29', '3']"
"['21', '18', '2020']","['17', '2']"
"['21', '18', '2021']","['16', '3']"
"['21', '18', '2022']","['21', '5']"
"['21', '18', '2023']","['19', '9']"
"['21', '19', '2008']","['77', '31']"
"['21', '19', '2009']","['79', '21']"
"['21', '19', '2010']","['70', '20']"
"['21', '19', '2011']","['42', '20']"
"['21', '19', '2012']","['28', '29']"
"['21', '19', '2013']","['69', '18']"
"['21', '19', '2014']","['50', '8']"
"['21', '19', '2015']","['51', '8']"
"['21', '19', '2016']","['88', '9']"
"['21', '19', '2017']","['56', '6']"
"['21', '19', '2018']","['100', '7']"
"['21', '19', '2019']","['40', '4']"
"['21', '19', '2020']","['20', '4']"
"['21', '19', '2021']","['19', '6']"
"['21', '19', '2022']","['12', '4']"
"['21', '19', '2023']","['20', '13']"
"['22', '0', '2008']","['19', '5']"
"['22', '0', '2009']","['13', '1']"
"['22', '0', '2010']","['19', '2']"
"['22', '0', '2011']","['24', '2']"
"['22', '0', '2012']","['14', '0']"
"['22', '0', '2013']","['25', '5']"
"['22', '0', '2014']","['16', '1']"
"['22', '0', '2015']","['27', '1']"
"['22', '0', '2016']","['55', '3']"
"['22', '0', '2017']","['32', '1']"
"['22', '0', '2018']","['23', '0']"
"['22', '0', '2019']","['19', '0']"
"['22', '0', '2020']","['11', '3']"
"['22', '0', '2021']","['9', '1']"
"['22', '0', '2022']","['16', '0']"
"['22', '0', '2023']","['8', '3']"
"['22', '1', '2008']","['35', '8']"
"['22', '1', '2009']","['48', '2']"
"['22', '1', '2010']","['39', '5']"
"['22', '1', '2011']","['28', '6']"
"['22', '1', '2012']","['34', '12']"
"['22', '1', '2013']","['33', '12']"
"['22', '1', '2014']","['52', '4']"
"['22', '1', '2015']","['52', '6']"
"['22', '1', '2016']","['97', '8']"
"['22', '1', '2017']","['104', '7']"
"['22', '1', '2018']","['60', '5']"
"['22', '1', '2019']","['36', '5']"
"['22', '1', '2020']","['18', '7']"
"['22', '1', '2021']","['31', '5']"
"['22', '1', '2022']","['25', '6']"
"['22', '1', '2023']","['13', '5']"
"['22', '2', '2008']","['22', '6']"
"['22', '2', '2009']","['21', '5']"
"['22', '2', '2010']","['26', '5']"
"['22', '2', '2011']","['31', '8']"
"['22', '2', '2012']","['32', '4']"
"['22', '2', '2013']","['25', '15']"
"['22', '2', '2014']","['46', '5']"
"['22', '2', '2015']","['48', '4']"
"['22', '2', '2016']","['74', '7']"
"['22', '2', '2017']","['63', '4']"
"['22', '2', '2018']","['49', '3']"
"['22', '2', '2019']","['28', '5']"
"['22', '2', '2020']","['12', '7']"
"['22', '2', '2021']","['23', '3']"
"['22', '2', '2022']","['18', '12']"
"['22', '2', '2023']","['27', '11']"
"['22', '3', '2008']","['23', '5']"
"['22', '3', '2009']","['21', '2']"
"['22', '3', '2010']","['23', '11']"
"['22', '3', '2011']","['25', '10']"
"['22', '3', '2012']","['24', '4']"
"['22', '3', '2013']","['39', '12']"
"['22', '3', '2014']","['48', '3']"
"['22', '3', '2015']","['53', '6']"
"['22', '3', '2016']","['71', '8']"
"['22', '3', '2017']","['64', '10']"
"['22', '3', '2018']","['42', '8']"
"['22', '3', '2019']","['26', '7']"
"['22', '3', '2020']","['11', '9']"
"['22', '3', '2021']","['17', '11']"
"['22', '3', '2022']","['18', '8']"
"['22', '3', '2023']","['11', '14']"
"['22', '4', '2008']","['31', '5']"
"['22', '4', '2009']","['29', '2']"
"['22', '4', '2010']","['26', '7']"
"['22', '4', '2011']","['17', '10']"
"['22', '4', '2012']","['23', '8']"
"['22', '4', '2013']","['37', '8']"
"['22', '4', '2014']","['42', '6']"
"['22', '4', '2015']","['58', '7']"
"['22', '4', '2016']","['73', '4']"
"['22', '4', '2017']","['65', '4']"
"['22', '4', '2018']","['47', '6']"
"['22', '4', '2019']","['22', '9']"
"['22', '4', '2020']","['13', '10']"
"['22', '4', '2021']","['16', '10']"
"['22', '4', '2022']","['14', '21']"
"['22', '4', '2023']","['19', '13']"
"['22', '5', '2008']","['25', '7']"
"['22', '5', '2009']","['22', '5']"
"['22', '5', '2010']","['21', '9']"
"['22', '5', '2011']","['16', '11']"
"['22', '5', '2012']","['17', '6']"
"['22', '5', '2013']","['48', '4']"
"['22', '5', '2014']","['42', '5']"
"['22', '5', '2015']","['56', '8']"
"['22', '5', '2016']","['77', '9']"
"['22', '5', '2017']","['69', '1']"
"['22', '5', '2018']","['51', '9']"
"['22', '5', '2019']","['31', '7']"
"['22', '5', '2020']","['16', '6']"
"['22', '5', '2021']","['15', '10']"
"['22', '5', '2022']","['19', '9']"
"['22', '5', '2023']","['16', '14']"
"['22', '6', '2008']","['30', '10']"
"['22', '6', '2009']","['28', '4']"
"['22', '6', '2010']","['17', '8']"
"['22', '6', '2011']","['21', '9']"
"['22', '6', '2012']","['24', '10']"
"['22', '6', '2013']","['29', '8']"
"['22', '6', '2014']","['46', '11']"
"['22', '6', '2015']","['58', '8']"
"['22', '6', '2016']","['92', '6']"
"['22', '6', '2017']","['86', '5']"
"['22', '6', '2018']","['58', '7']"
"['22', '6', '2019']","['29', '3']"
"['22', '6', '2020']","['14', '13']"
"['22', '6', '2021']","['14', '15']"
"['22', '6', '2022']","['21', '22']"
"['22', '6', '2023']","['23', '16']"
"['22', '7', '2008']","['31', '5']"
"['22', '7', '2009']","['30', '3']"
"['22', '7', '2010']","['18', '12']"
"['22', '7', '2011']","['19', '6']"
"['22', '7', '2012']","['35', '8']"
"['22', '7', '2013']","['45', '6']"
"['22', '7', '2014']","['35', '5']"
"['22', '7', '2015']","['60', '2']"
"['22', '7', '2016']","['64', '8']"
"['22', '7', '2017']","['54', '1']"
"['22', '7', '2018']","['40', '12']"
"['22', '7', '2019']","['43', '6']"
"['22', '7', '2020']","['16', '8']"
"['22', '7', '2021']","['14', '7']"
"['22', '7', '2022']","['15', '13']"
"['22', '7', '2023']","['17', '15']"
"['22', '8', '2008']","['24', '7']"
"['22', '8', '2009']","['37', '1']"
"['22', '8', '2010']","['18', '6']"
"['22', '8', '2011']","['19', '7']"
"['22', '8', '2012']","['28', '5']"
"['22', '8', '2013']","['33', '8']"
"['22', '8', '2014']","['33', '4']"
"['22', '8', '2015']","['51', '7']"
"['22', '8', '2016']","['65', '7']"
"['22', '8', '2017']","['70', '3']"
"['22', '8', '2018']","['52', '8']"
"['22', '8', '2019']","['39', '7']"
"['22', '8', '2020']","['11', '7']"
"['22', '8', '2021']","['11', '10']"
"['22', '8', '2022']","['21', '14']"
"['22', '8', '2023']","['10', '19']"
"['22', '9', '2008']","['22', '4']"
"['22', '9', '2009']","['26', '2']"
"['22', '9', '2010']","['19', '5']"
"['22', '9', '2011']","['26', '6']"
"['22', '9', '2012']","['28', '3']"
"['22', '9', '2013']","['35', '5']"
"['22', '9', '2014']","['34', '4']"
"['22', '9', '2015']","['52', '7']"
"['22', '9', '2016']","['67', '5']"
"['22', '9', '2017']","['74', '4']"
"['22', '9', '2018']","['47', '4']"
"['22', '9', '2019']","['28', '4']"
"['22', '9', '2020']","['15', '8']"
"['22', '9', '2021']","['15', '5']"
"['22', '9', '2022']","['17', '4']"
"['22', '9', '2023']","['15', '12']"
"['22', '10', '2008']","['31', '5']"
"['22', '10', '2009']","['25', '4']"
"['22', '10', '2010']","['21', '7']"
"['22', '10', '2011']","['19', '6']"
"['22', '10', '2012']","['22', '5']"
"['22', '10', '2013']","['32', '5']"
"['22', '10', '2014']","['40', '9']"
"['22', '10', '2015']","['47', '6']"
"['22', '10', '2016']","['56', '5']"
"['22', '10', '2017']","['49', '4']"
"['22', '10', '2018']","['42', '8']"
"['22', '10', '2019']","['32', '2']"
"['22', '10', '2020']","['15', '5']"
"['22', '10', '2021']","['12', '11']"
"['22', '10', '2022']","['12', '8']"
"['22', '10', '2023']","['14', '5']"
"['22', '11', '2008']","['25', '3']"
"['22', '11', '2009']","['30', '2']"
"['22', '11', '2010']","['22', '8']"
"['22', '11', '2011']","['20', '7']"
"['22', '11', '2012']","['20', '4']"
"['22', '11', '2013']","['39', '2']"
"['22', '11', '2014']","['37', '9']"
"['22', '11', '2015']","['44', '3']"
"['22', '11', '2016']","['64', '4']"
"['22', '11', '2017']","['50', '0']"
"['22', '11', '2018']","['48', '4']"
"['22', '11', '2019']","['41', '3']"
"['22', '11', '2020']","['21', '5']"
"['22', '11', '2021']","['17', '9']"
"['22', '11', '2022']","['11', '3']"
"['22', '11', '2023']","['12', '11']"
"['22', '12', '2008']","['30', '6']"
"['22', '12', '2009']","['25', '2']"
"['22', '12', '2010']","['20', '3']"
"['22', '12', '2011']","['17', '1']"
"['22', '12', '2012']","['31', '4']"
"['22', '12', '2013']","['37', '3']"
"['22', '12', '2014']","['29', '4']"
"['22', '12', '2015']","['49', '7']"
"['22', '12', '2016']","['48', '2']"
"['22', '12', '2017']","['56', '2']"
"['22', '12', '2018']","['32', '4']"
"['22', '12', '2019']","['34', '1']"
"['22', '12', '2020']","['15', '8']"
"['22', '12', '2021']","['12', '8']"
"['22', '12', '2022']","['19', '7']"
"['22', '12', '2023']","['13', '12']"
"['22', '13', '2008']","['27', '5']"
"['22', '13', '2009']","['32', '2']"
"['22', '13', '2010']","['23', '3']"
"['22', '13', '2011']","['21', '4']"
"['22', '13', '2012']","['27', '3']"
"['22', '13', '2013']","['39', '6']"
"['22', '13', '2014']","['32', '5']"
"['22', '13', '2015']","['39', '2']"
"['22', '13', '2016']","['48', '10']"
"['22', '13', '2017']","['61', '5']"
"['22', '13', '2018']","['38', '3']"
"['22', '13', '2019']","['29', '3']"
"['22', '13', '2020']","['14', '4']"
"['22', '13', '2021']","['16', '8']"
"['22', '13', '2022']","['11', '8']"
"['22', '13', '2023']","['17', '6']"
"['22', '14', '2008']","['29', '3']"
"['22', '14', '2009']","['31', '3']"
"['22', '14', '2010']","['22', '5']"
"['22', '14', '2011']","['26', '4']"
"['22', '14', '2012']","['37', '1']"
"['22', '14', '2013']","['42', '4']"
"['22', '14', '2014']","['34', '3']"
"['22', '14', '2015']","['50', '5']"
"['22', '14', '2016']","['46', '2']"
"['22', '14', '2017']","['51', '3']"
"['22', '14', '2018']","['42', '4']"
"['22', '14', '2019']","['29', '4']"
"['22', '14', '2020']","['13', '5']"
"['22', '14', '2021']","['13', '6']"
"['22', '14', '2022']","['20', '12']"
"['22', '14', '2023']","['12', '8']"
"['22', '15', '2008']","['29', '1']"
"['22', '15', '2009']","['38', '3']"
"['22', '15', '2010']","['23', '2']"
"['22', '15', '2011']","['36', '8']"
"['22', '15', '2012']","['40', '1']"
"['22', '15', '2013']","['47', '3']"
"['22', '15', '2014']","['56', '6']"
"['22', '15', '2015']","['28', '3']"
"['22', '15', '2016']","['48', '2']"
"['22', '15', '2017']","['61', '3']"
"['22', '15', '2018']","['42', '4']"
"['22', '15', '2019']","['31', '3']"
"['22', '15', '2020']","['14', '5']"
"['22', '15', '2021']","['15', '3']"
"['22', '15', '2022']","['17', '7']"
"['22', '15', '2023']","['17', '10']"
"['22', '16', '2008']","['41', '5']"
"['22', '16', '2009']","['39', '2']"
"['22', '16', '2010']","['30', '4']"
"['22', '16', '2011']","['36', '3']"
"['22', '16', '2012']","['44', '3']"
"['22', '16', '2013']","['45', '4']"
"['22', '16', '2014']","['63', '9']"
"['22', '16', '2015']","['49', '3']"
"['22', '16', '2016']","['64', '2']"
"['22', '16', '2017']","['74', '1']"
"['22', '16', '2018']","['56', '6']"
"['22', '16', '2019']","['29', '5']"
"['22', '16', '2020']","['17', '6']"
"['22', '16', '2021']","['14', '3']"
"['22', '16', '2022']","['15', '1']"
"['22', '16', '2023']","['16', '7']"
"['22', '17', '2008']","['36', '7']"
"['22', '17', '2009']","['51', '1']"
"['22', '17', '2010']","['38', '1']"
"['22', '17', '2011']","['34', '6']"
"['22', '17', '2012']","['36', '4']"
"['22', '17', '2013']","['47', '3']"
"['22', '17', '2014']","['45', '5']"
"['22', '17', '2015']","['66', '2']"
"['22', '17', '2016']","['97', '1']"
"['22', '17', '2017']","['85', '2']"
"['22', '17', '2018']","['57', '1']"
"['22', '17', '2019']","['39', '3']"
"['22', '17', '2020']","['14', '3']"
"['22', '17', '2021']","['13', '5']"
"['22', '17', '2022']","['16', '1']"
"['22', '17', '2023']","['11', '4']"
"['22', '18', '2008']","['36', '5']"
"['22', '18', '2009']","['44', '0']"
"['22', '18', '2010']","['26', '7']"
"['22', '18', '2011']","['29', '7']"
"['22', '18', '2012']","['36', '2']"
"['22', '18', '2013']","['35', '2']"
"['22', '18', '2014']","['45', '7']"
"['22', '18', '2015']","['67', '3']"
"['22', '18', '2016']","['113', '0']"
"['22', '18', '2017']","['182', '3']"
"['22', '18', '2018']","['85', '2']"
"['22', '18', '2019']","['32', '3']"
"['22', '18', '2020']","['16', '1']"
"['22', '18', '2021']","['15', '3']"
"['22', '18', '2022']","['12', '3']"
"['22', '18', '2023']","['6', '2']"
"['22', '19', '2008']","['29', '23']"
"['22', '19', '2009']","['31', '14']"
"['22', '19', '2010']","['34', '11']"
"['22', '19', '2011']","['28', '13']"
"['22', '19', '2012']","['31', '13']"
"['22', '19', '2013']","['37', '12']"
"['22', '19', '2014']","['52', '11']"
"['22', '19', '2015']","['38', '4']"
"['22', '19', '2016']","['85', '4']"
"['22', '19', '2017']","['68', '6']"
"['22', '19', '2018']","['117', '4']"
"['22', '19', '2019']","['56', '4']"
"['22', '19', '2020']","['17', '2']"
"['22', '19', '2021']","['15', '3']"
"['22', '19', '2022']","['19', '10']"
"['22', '19', '2023']","['19', '7']"
"['23', '0', '2008']","['10', '2']"
"['23', '0', '2009']","['1', '2']"
"['23', '0', '2010']","['3', '0']"
"['23', '0', '2011']","['5', '0']"
"['23', '0', '2012']","['12', '2']"
"['23', '0', '2013']","['15', '5']"
"['23', '0', '2014']","['14', '0']"
"['23', '0', '2015']","['9', '2']"
"['23', '0', '2016']","['39', '0']"
"['23', '0', '2017']","['19', '2']"
"['23', '0', '2018']","['9', '0']"
"['23', '0', '2019']","['17', '2']"
"['23', '0', '2020']","['3', '0']"
"['23', '0', '2021']","['7', '0']"
"['23', '0', '2022']","['4', '1']"
"['23', '0', '2023']","['4', '1']"
"['23', '1', '2008']","['20', '8']"
"['23', '1', '2009']","['16', '10']"
"['23', '1', '2010']","['19', '8']"
"['23', '1', '2011']","['17', '3']"
"['23', '1', '2012']","['13', '9']"
"['23', '1', '2013']","['29', '9']"
"['23', '1', '2014']","['23', '6']"
"['23', '1', '2015']","['25', '3']"
"['23', '1', '2016']","['38', '4']"
"['23', '1', '2017']","['64', '2']"
"['23', '1', '2018']","['32', '3']"
"['23', '1', '2019']","['22', '2']"
"['23', '1', '2020']","['14', '7']"
"['23', '1', '2021']","['17', '2']"
"['23', '1', '2022']","['14', '2']"
"['23', '1', '2023']","['7', '5']"
"['23', '2', '2008']","['18', '4']"
"['23', '2', '2009']","['9', '5']"
"['23', '2', '2010']","['12', '4']"
"['23', '2', '2011']","['16', '2']"
"['23', '2', '2012']","['26', '2']"
"['23', '2', '2013']","['35', '6']"
"['23', '2', '2014']","['29', '6']"
"['23', '2', '2015']","['22', '4']"
"['23', '2', '2016']","['37', '5']"
"['23', '2', '2017']","['55', '2']"
"['23', '2', '2018']","['20', '5']"
"['23', '2', '2019']","['18', '5']"
"['23', '2', '2020']","['9', '3']"
"['23', '2', '2021']","['18', '3']"
"['23', '2', '2022']","['8', '4']"
"['23', '2', '2023']","['9', '5']"
"['23', '3', '2008']","['14', '8']"
"['23', '3', '2009']","['17', '5']"
"['23', '3', '2010']","['9', '7']"
"['23', '3', '2011']","['10', '5']"
"['23', '3', '2012']","['15', '1']"
"['23', '3', '2013']","['32', '3']"
"['23', '3', '2014']","['21', '3']"
"['23', '3', '2015']","['35', '7']"
"['23', '3', '2016']","['43', '4']"
"['23', '3', '2017']","['46', '3']"
"['23', '3', '2018']","['22', '5']"
"['23', '3', '2019']","['11', '5']"
"['23', '3', '2020']","['5', '5']"
"['23', '3', '2021']","['10', '1']"
"['23', '3', '2022']","['14', '6']"
"['23', '3', '2023']","['9', '6']"
"['23', '4', '2008']","['13', '1']"
"['23', '4', '2009']","['6', '3']"
"['23', '4', '2010']","['10', '3']"
"['23', '4', '2011']","['22', '4']"
"['23', '4', '2012']","['15', '1']"
"['23', '4', '2013']","['46', '4']"
"['23', '4', '2014']","['17', '7']"
"['23', '4', '2015']","['25', '1']"
"['23', '4', '2016']","['36', '4']"
"['23', '4', '2017']","['34', '5']"
"['23', '4', '2018']","['13', '1']"
"['23', '4', '2019']","['13', '5']"
"['23', '4', '2020']","['9', '3']"
"['23', '4', '2021']","['12', '5']"
"['23', '4', '2022']","['14', '4']"
"['23', '4', '2023']","['8', '9']"
"['23', '5', '2008']","['10', '4']"
"['23', '5', '2009']","['14', '3']"
"['23', '5', '2010']","['12', '4']"
"['23', '5', '2011']","['8', '1']"
"['23', '5', '2012']","['17', '2']"
"['23', '5', '2013']","['44', '2']"
"['23', '5', '2014']","['21', '1']"
"['23', '5', '2015']","['28', '6']"
"['23', '5', '2016']","['44', '7']"
"['23', '5', '2017']","['40', '5']"
"['23', '5', '2018']","['13', '5']"
"['23', '5', '2019']","['15', '8']"
"['23', '5', '2020']","['8', '3']"
"['23', '5', '2021']","['7', '7']"
"['23', '5', '2022']","['13', '5']"
"['23', '5', '2023']","['11', '9']"
"['23', '6', '2008']","['17', '5']"
"['23', '6', '2009']","['8', '1']"
"['23', '6', '2010']","['12', '2']"
"['23', '6', '2011']","['13', '1']"
"['23', '6', '2012']","['9', '3']"
"['23', '6', '2013']","['40', '8']"
"['23', '6', '2014']","['16', '2']"
"['23', '6', '2015']","['29', '2']"
"['23', '6', '2016']","['34', '4']"
"['23', '6', '2017']","['47', '4']"
"['23', '6', '2018']","['30', '3']"
"['23', '6', '2019']","['11', '1']"
"['23', '6', '2020']","['12', '6']"
"['23', '6', '2021']","['14', '1']"
"['23', '6', '2022']","['10', '5']"
"['23', '6', '2023']","['7', '7']"
"['23', '7', '2008']","['17', '1']"
"['23', '7', '2009']","['13', '1']"
"['23', '7', '2010']","['10', '2']"
"['23', '7', '2011']","['14', '2']"
"['23', '7', '2012']","['19', '0']"
"['23', '7', '2013']","['37', '0']"
"['23', '7', '2014']","['19', '1']"
"['23', '7', '2015']","['25', '6']"
"['23', '7', '2016']","['32', '3']"
"['23', '7', '2017']","['35', '4']"
"['23', '7', '2018']","['12', '2']"
"['23', '7', '2019']","['11', '6']"
"['23', '7', '2020']","['9', '5']"
"['23', '7', '2021']","['7', '1']"
"['23', '7', '2022']","['15', '3']"
"['23', '7', '2023']","['10', '10']"
"['23', '8', '2008']","['11', '4']"
"['23', '8', '2009']","['10', '1']"
"['23', '8', '2010']","['15', '6']"
"['23', '8', '2011']","['13', '4']"
"['23', '8', '2012']","['19', '4']"
"['23', '8', '2013']","['45', '4']"
"['23', '8', '2014']","['30', '1']"
"['23', '8', '2015']","['22', '4']"
"['23', '8', '2016']","['27', '4']"
"['23', '8', '2017']","['51', '2']"
"['23', '8', '2018']","['28', '6']"
"['23', '8', '2019']","['18', '2']"
"['23', '8', '2020']","['12', '2']"
"['23', '8', '2021']","['12', '0']"
"['23', '8', '2022']","['11', '1']"
"['23', '8', '2023']","['8', '8']"
"['23', '9', '2008']","['17', '2']"
"['23', '9', '2009']","['8', '3']"
"['23', '9', '2010']","['10', '2']"
"['23', '9', '2011']","['13', '1']"
"['23', '9', '2012']","['17', '3']"
"['23', '9', '2013']","['33', '3']"
"['23', '9', '2014']","['11', '2']"
"['23', '9', '2015']","['21', '6']"
"['23', '9', '2016']","['39', '2']"
"['23', '9', '2017']","['32', '2']"
"['23', '9', '2018']","['18', '4']"
"['23', '9', '2019']","['12', '4']"
"['23', '9', '2020']","['17', '0']"
"['23', '9', '2021']","['13', '0']"
"['23', '9', '2022']","['13', '5']"
"['23', '9', '2023']","['8', '5']"
"['23', '10', '2008']","['12', '5']"
"['23', '10', '2009']","['6', '0']"
"['23', '10', '2010']","['11', '3']"
"['23', '10', '2011']","['6', '2']"
"['23', '10', '2012']","['14', '3']"
"['23', '10', '2013']","['33', '1']"
"['23', '10', '2014']","['21', '4']"
"['23', '10', '2015']","['22', '4']"
"['23', '10', '2016']","['33', '4']"
"['23', '10', '2017']","['24', '1']"
"['23', '10', '2018']","['20', '1']"
"['23', '10', '2019']","['11', '3']"
"['23', '10', '2020']","['15', '1']"
"['23', '10', '2021']","['13', '1']"
"['23', '10', '2022']","['17', '4']"
"['23', '10', '2023']","['11', '8']"
"['23', '11', '2008']","['11', '1']"
"['23', '11', '2009']","['9', '1']"
"['23', '11', '2010']","['10', '4']"
"['23', '11', '2011']","['11', '3']"
"['23', '11', '2012']","['17', '1']"
"['23', '11', '2013']","['29', '1']"
"['23', '11', '2014']","['22', '0']"
"['23', '11', '2015']","['23', '3']"
"['23', '11', '2016']","['37', '4']"
"['23', '11', '2017']","['33', '2']"
"['23', '11', '2018']","['25', '3']"
"['23', '11', '2019']","['14', '5']"
"['23', '11', '2020']","['9', '2']"
"['23', '11', '2021']","['8', '2']"
"['23', '11', '2022']","['14', '1']"
"['23', '11', '2023']","['11', '1']"
"['23', '12', '2008']","['9', '6']"
"['23', '12', '2009']","['13', '1']"
"['23', '12', '2010']","['9', '2']"
"['23', '12', '2011']","['13', '3']"
"['23', '12', '2012']","['14', '3']"
"['23', '12', '2013']","['31', '3']"
"['23', '12', '2014']","['17', '3']"
"['23', '12', '2015']","['9', '3']"
"['23', '12', '2016']","['25', '2']"
"['23', '12', '2017']","['30', '1']"
"['23', '12', '2018']","['22', '5']"
"['23', '12', '2019']","['15', '3']"
"['23', '12', '2020']","['12', '2']"
"['23', '12', '2021']","['14', '3']"
"['23', '12', '2022']","['13', '5']"
"['23', '12', '2023']","['8', '4']"
"['23', '13', '2008']","['13', '3']"
"['23', '13', '2009']","['10', '4']"
"['23', '13', '2010']","['19', '1']"
"['23', '13', '2011']","['15', '3']"
"['23', '13', '2012']","['17', '2']"
"['23', '13', '2013']","['39', '2']"
"['23', '13', '2014']","['22', '3']"
"['23', '13', '2015']","['22', '3']"
"['23', '13', '2016']","['33', '2']"
"['23', '13', '2017']","['30', '4']"
"['23', '13', '2018']","['15', '3']"
"['23', '13', '2019']","['12', '1']"
"['23', '13', '2020']","['8', '0']"
"['23', '13', '2021']","['14', '1']"
"['23', '13', '2022']","['15', '3']"
"['23', '13', '2023']","['6', '3']"
"['23', '14', '2008']","['12', '5']"
"['23', '14', '2009']","['11', '3']"
"['23', '14', '2010']","['11', '1']"
"['23', '14', '2011']","['19', '2']"
"['23', '14', '2012']","['12', '5']"
"['23', '14', '2013']","['40', '1']"
"['23', '14', '2014']","['29', '1']"
"['23', '14', '2015']","['19', '3']"
"['23', '14', '2016']","['33', '1']"
"['23', '14', '2017']","['33', '1']"
"['23', '14', '2018']","['18', '2']"
"['23', '14', '2019']","['18', '4']"
"['23', '14', '2020']","['15', '0']"
"['23', '14', '2021']","['8', '3']"
"['23', '14', '2022']","['14', '3']"
"['23', '14', '2023']","['8', '11']"
"['23', '15', '2008']","['12', '2']"
"['23', '15', '2009']","['11', '1']"
"['23', '15', '2010']","['15', '3']"
"['23', '15', '2011']","['29', '0']"
"['23', '15', '2012']","['30', '1']"
"['23', '15', '2013']","['30', '1']"
